Local Date of Joining,Designation,Status,Market Unit,SkillList,Location
30/08/2012,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,V+",Chennai
10/07/2017,SENIOR CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Pune
15/10/2012,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Bhubaneswar
12/03/2018,SENIOR MANAGER,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Noida
16/05/2016,MANAGER,Bench,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Bangalore
10/10/2013,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Pune
24/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Bhubaneswar
02/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Gurgaon
01/07/2017,MANAGER,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Gurgaon
11/12/2014,SENIOR CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Hyderabad
26/11/2012,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Pune
03/02/2014,PORTFOLIO MANAGER,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Gurgaon
30/03/2015,CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Hyderabad
29/04/2010,SENIOR CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Noida
01/07/2013,MANAGER,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Hyderabad
11/05/2015,CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Hyderabad
22/12/2014,SENIOR CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Bhubaneswar
23/03/2015,CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Noida
19/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Noida
28/04/2014,PORTFOLIO MANAGER,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Bangalore
07/09/2015,CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Gurgaon
05/01/2015,CONSULTANT,Billable,OTHER,"Spring Batch,Hibernate,Spring,Java (Multi Skilled),Java",Chennai
31/12/2012,CONSULTANT,Billable,OTHER,PL SQL,Bhubaneswar
23/12/2013,CONSULTANT,Billable,OTHER,"COBOL/CICS,MF",Gurgaon
27/10/2014,SENIOR CONSULTANT,Billable,OTHER,"COBOL/CICS,MF",Chennai
16/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Pune
27/01/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Noida
01/01/2018,SENIOR MANAGER,Billable,OTHER,Pega,Hartford
13/09/2013,CONSULTANT,Billable,OTHER,Pega,Noida
04/12/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Bangalore
11/01/2016,SENIOR CONSULTANT,Billable,OTHER,Pega,Hartford
01/04/2013,CONSULTANT,Billable,OTHER,Pega,Hyderabad
01/09/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Hyderabad
28/09/2015,MANAGER,Billable,OTHER,Mulesoft ESB,Gurgaon
05/05/2014,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Pune
29/12/2015,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Pune
04/09/2006,MANAGER,Billable,OTHER,Mulesoft ESB,Chennai
17/01/2013,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Pune
30/07/2016,MANAGER,Billable,OTHER,Mulesoft ESB,Hartford
30/06/2008,CONSULTANT,Billable,OTHER,Mulesoft ESB,Gurgaon
10/03/2011,CONSULTANT,Billable,OTHER,Pega,Bhubaneswar
27/11/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Hyderabad
07/01/2013,SENIOR CONSULTANT,Billable,OTHER,Pega,Pune
24/05/2012,SENIOR CONSULTANT,Billable,OTHER,Pega,Bangalore
27/03/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Mulesoft ESB,Hartford
29/10/2012,CONSULTANT,Billable,OTHER,Mulesoft ESB,Pune
08/09/2014,CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
03/09/2015,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Noida
25/07/2013,CONSULTANT,Billable,OTHER,Mulesoft ESB,Gurgaon
12/06/2014,ASSOCIATE CONSULTANT,Billable,OTHER,BPM,Noida
20/05/2013,ASSOCIATE CONSULTANT,Billable,OTHER,BPM,Gurgaon
01/05/2006,SENIOR MANAGER,Bench,OTHER,BPM,Pune
17/02/2011,CONSULTANT,Billable,OTHER,BPM,Pune
28/07/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Spring,Noida
27/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Spring,Hyderabad
05/07/2011,SENIOR MANAGER,Bench,OTHER,Spring,Bhubaneswar
13/05/2013,SENIOR DIRECTOR,Billable,OTHER,Pega,Noida
17/03/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Pega,Chennai
15/02/2017,SENIOR CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Gurgaon
11/07/2016,MANAGER,Billable,OTHER,"Java (Multi Skilled),Java",Pune
16/06/2014,CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Gurgaon
22/01/2014,SENIOR CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Chennai
17/02/2011,CONSULTANT,Billable,OTHER,Ab Initio,Pune
06/09/2012,SENIOR CONSULTANT,Billable,OTHER,"AML,Compliance",Noida
11/05/2015,CONSULTANT,Billable,OTHER,"Compliance,AML",Hartford
06/08/2012,SENIOR CONSULTANT,Billable,OTHER,BLUE PRISM,Noida
31/08/2013,SENIOR MANAGER,Bench,OTHER,BLUE PRISM,Bangalore
15/11/2012,SENIOR CONSULTANT,Billable,OTHER,BLUE PRISM,Hartford
13/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,BLUE PRISM,Hyderabad
06/01/2014,SENIOR CONSULTANT,Billable,OTHER,"BPM,Pega",Hyderabad
26/01/2013,SENIOR DIRECTOR,Bench,OTHER,"BPM,Pega",Gurgaon
23/07/2016,MANAGER,Bench,OTHER,"BPM,Pega",Pune
27/06/2013,SENIOR CONSULTANT,Billable,OTHER,Open Span,Pune
17/07/2013,DIRECTOR,Billable,OTHER,"(T) Project Tools, Methodologies and Frameworks",Chennai
02/06/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"(T) Project Tools, Methodologies and Frameworks",Pune
23/10/2017,SENIOR CONSULTANT,Billable,OTHER,Backbase,Hartford
17/06/2010,CONSULTANT,Billable,OTHER,Backbase,Gurgaon
26/09/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Backbase,Bhubaneswar
19/09/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Backbase,Hyderabad
04/07/2013,CONSULTANT,Billable,OTHER,Pega,Pune
13/07/2015,CONSULTANT,Billable,OTHER,Pega,Bangalore
25/11/2013,MANAGER,Billable,OTHER,Pega,Hartford
02/07/2012,SENIOR CONSULTANT,Billable,OTHER,Pega,Hartford
29/12/2014,CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Pune
19/11/2016,SENIOR CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Bhubaneswar
19/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Vision Plus,Hyderabad
02/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"AWS - Build , Administration and integration",Hartford
23/10/2006,DIRECTOR,Billable,OTHER,"AWS - Build , Administration and integration",Gurgaon
11/10/2012,CONSULTANT,Billable,OTHER,"AWS - Build , Administration and integration",Noida
20/05/1996,EXECUTIVE VICE PRESIDENT,Bench,OTHER,"AWS - Build , Administration and integration",Pune
01/10/2012,DIRECTOR,Billable,OTHER,Adobe,Gurgaon
01/11/2012,SENIOR CONSULTANT,Billable,OTHER,Adobe,Bangalore
03/04/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Banking - Payments,Financial Services",Pune
26/06/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Banking - Payments,Financial Services",Hyderabad
25/08/2014,CONSULTANT,Billable,OTHER,"Banking - Payments,Financial Services",Bhubaneswar
17/12/2017,SENIOR CONSULTANT,Billable,OTHER,Temenos,Pune
19/03/2018,ASSOCIATE CONSULTANT,Billable,OTHER,Temenos,Gurgaon
15/07/2003,MANAGER,Bench,OTHER,Temenos,Bangalore
16/01/2014,CONSULTANT,Billable,OTHER,Temenos,Bhubaneswar
02/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Temenos,Noida
29/07/2013,SENIOR CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Pune
19/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Gurgaon
30/08/2012,CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Gurgaon
22/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Bhubaneswar
13/08/2010,SENIOR CONSULTANT,Billable,OTHER,"Mulesoft ESB,SOAP WEB,Java (Multi Skilled),Java",Noida
23/12/2013,ASSOCIATE CONSULTANT,Billable,OTHER,"AWS - Build , Administration and integration",Noida
29/08/2011,CONSULTANT,Billable,OTHER,"Core Java,Webservices,Spring,Mulesoft ESB",Gurgaon
20/10/2014,MANAGER,Billable,OTHER,"Core Java,Webservices,Spring,Mulesoft ESB",Noida
22/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Core Java,Webservices,Spring,Mulesoft ESB",Bhubaneswar
05/10/2015,SENIOR DIRECTOR,Billable,OTHER,"AWS - Build , Administration and integration",Bhubaneswar
22/10/2012,MANAGER,Billable,OTHER,"AWS - Build , Administration and integration",Gurgaon
01/01/2011,SENIOR CONSULTANT,Billable,OTHER,"Mulesoft ESB,Java (Multi Skilled),Java",Pune
31/07/2017,SENIOR CONSULTANT,Billable,OTHER,BPM,Bangalore
06/01/2005,SENIOR MANAGER,Billable,OTHER,BPM,Hartford
03/03/2008,SENIOR CONSULTANT,Billable,OTHER,BPM,Bhubaneswar
23/11/2009,SENIOR MANAGER,Billable,OTHER,Insurance,Gurgaon
01/11/2013,MANAGER,Billable,OTHER,"Banking - Payments,Financial Services,Vision Plus",Pune
30/03/2015,CONSULTANT,Billable,OTHER,"AWS - Build , Administration and integration",Noida
07/11/2011,SENIOR CONSULTANT,Billable,OTHER,"Insurance,Guidewire",Bhubaneswar
09/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Insurance,Guidewire",Gurgaon
06/07/2010,MANAGER,Bench,OTHER,"Insurance,Guidewire",Bhubaneswar
08/03/2012,SENIOR CONSULTANT,Billable,OTHER,"Insurance,Guidewire",Hyderabad
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Insurance,Guidewire",Bangalore
24/08/2015,SENIOR CONSULTANT,Billable,OTHER,Informatica BI,Bhubaneswar
05/01/2015,SENIOR CONSULTANT,Billable,OTHER,Informatica BI,Gurgaon
20/06/2005,MANAGER,Billable,OTHER,Angular.js,Bhubaneswar
27/10/2014,MANAGER,Billable,OTHER,Angular.js,Hyderabad
03/08/2016,CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java,Angular.js",Gurgaon
27/05/2014,SENIOR MANAGER,Billable,OTHER,"Java (Multi Skilled),Java,Angular.js",Pune
01/01/2011,MANAGER,Billable,OTHER,Angular.js,Hyderabad
01/01/2011,CONSULTANT,Billable,OTHER,"Spring,Java (Multi Skilled),Java",Pune
01/08/2013,CONSULTANT,Billable,OTHER,Adobe,Noida
04/09/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Noida
16/09/2013,CONSULTANT,Billable,OTHER,Adobe,Gurgaon
02/09/2013,MANAGER,Billable,OTHER,Adobe,Noida
23/04/2015,CONSULTANT,Billable,OTHER,Adobe,Noida
10/02/2014,CONSULTANT,Billable,OTHER,CRM - Salesforce.com,Gurgaon
11/06/2013,MANAGER,Billable,OTHER,Microsoft-Excel VBA,Noida
14/07/2014,MANAGER,Billable,OTHER,Ab Initio,Pune
02/02/2015,MANAGER,Billable,OTHER,Ab Initio,Bhubaneswar
12/05/2014,DIRECTOR,Billable,OTHER,Insurance,Bangalore
20/10/2014,CONSULTANT,Billable,OTHER,Temenos,Noida
17/09/2007,DIRECTOR,Billable,OTHER,Temenos,Noida
12/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Temenos,Hartford
28/05/2015,CONSULTANT,Billable,OTHER,Temenos,Bangalore
10/03/2014,CONSULTANT,Billable,OTHER,Guidewire,Pune
21/11/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Guidewire,Pune
24/03/2011,CONSULTANT,Billable,OTHER,Guidewire,Bangalore
18/03/2013,MANAGER,Billable,OTHER,Guidewire,Hartford
26/05/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Guidewire,Bhubaneswar
01/01/2018,MANAGER,Billable,OTHER,Guidewire,Gurgaon
27/10/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Guidewire,Pune
28/08/2014,CONSULTANT,Billable,OTHER,Guidewire,Noida
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Guidewire,Bhubaneswar
22/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Guidewire,Gurgaon
21/12/2009,MANAGER,Billable,OTHER,Guidewire,Bhubaneswar
03/11/2011,CONSULTANT,Billable,OTHER,Guidewire,Hyderabad
14/02/2011,SENIOR CONSULTANT,Billable,OTHER,Guidewire,Bangalore
30/08/2010,CONSULTANT,Billable,OTHER,Guidewire,Bhubaneswar
06/05/2013,CONSULTANT,Billable,OTHER,Guidewire,Gurgaon
26/05/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Bhubaneswar
26/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Hyderabad
26/02/2015,MANAGER,Billable,OTHER,Ab Initio,Gurgaon
16/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Pune
16/09/2013,MANAGER,Billable,OTHER,"Vision Plus,VisionPlus CMS",Hyderabad
15/01/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,V+",Pune
22/02/2016,CONSULTANT,Billable,OTHER,Ab Initio,Noida
02/05/2013,SENIOR CONSULTANT,Billable,OTHER,"JEE,Angular.js,Java (Multi Skilled),Java",Noida
01/08/2012,DIRECTOR,Billable,OTHER,"Vision Plus,VisionPlus FAS",Gurgaon
24/06/2013,DIRECTOR,Billable,OTHER,"Vision Plus,VisionPlus FAS",Noida
10/08/1998,EXECUTIVE VICE PRESIDENT,Billable,OTHER,Temenos,Noida
16/06/2014,SENIOR CONSULTANT,Billable,OTHER,Temenos,Gurgaon
02/10/1989,VICE PRESIDENT,Billable,OTHER,Temenos,Noida
30/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Temenos,Pune
01/12/2015,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Bhubaneswar
01/05/2011,SENIOR MANAGER,Billable,OTHER,Ab Initio,Bangalore
03/12/2014,CONSULTANT,Billable,OTHER,Ab Initio,Noida
05/01/2015,MANAGER,Billable,OTHER,Ab Initio,Noida
16/08/2010,DIRECTOR,Billable,OTHER,Ab Initio,Hartford
26/03/2012,SENIOR MANAGER,Billable,OTHER,Ab Initio,Bangalore
03/04/2006,EXECUTIVE VICE PRESIDENT,Billable,OTHER,Ab Initio,Pune
19/02/2014,DIRECTOR,Billable,OTHER,Ab Initio,Pune
01/01/2011,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Noida
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,"Java (Multi Skilled),Java",Hartford
06/06/1994,DIRECTOR,Bench,OTHER,BigData,Bhubaneswar
13/07/2015,MANAGER,Billable,OTHER,Murex,Hartford
01/11/2012,CONSULTANT,Billable,OTHER,Murex,Pune
14/07/2014,CONSULTANT,Billable,OTHER,Murex,Hyderabad
16/01/2006,SENIOR DIRECTOR,Billable,OTHER,Ab Initio,Hyderabad
23/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Pune
24/10/2011,SENIOR DIRECTOR,Billable,OTHER,BPM,Bhubaneswar
25/10/2007,CONSULTANT,Billable,OTHER,BPM,Hyderabad
01/09/2009,DIRECTOR,Billable,OTHER,BPM,Bangalore
23/01/2014,CONSULTANT,Billable,OTHER,BPM,Pune
22/12/2014,CONSULTANT,Billable,OTHER,BPM,Bhubaneswar
30/03/2015,MANAGER,Billable,OTHER,BPM,Gurgaon
03/04/2014,SENIOR CONSULTANT,Billable,OTHER,"Hybrid Application Development (HTML5 +JQueryMobile + Android / iOS),(T) Project Tools, Methodologies and Frameworks",Noida
11/05/2005,MANAGER,Billable,OTHER,"Investment Banking,Data Warehousing",Pune
15/06/2015,CONSULTANT,Billable,OTHER,Adobe,Pune
26/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Pune
16/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Bhubaneswar
27/10/2008,MANAGER,Billable,OTHER,Adobe,Bhubaneswar
24/02/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Noida
12/04/2012,CONSULTANT,Billable,OTHER,Adobe,Noida
10/09/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Bhubaneswar
30/06/2014,MANAGER,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Pune
02/06/2014,DIRECTOR,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Noida
02/02/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Pune
14/11/2011,MANAGER,Billable,OTHER,"Vision Plus,V+",Gurgaon
17/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,BLUE PRISM,Noida
10/08/2017,SENIOR CONSULTANT,Billable,OTHER,BLUE PRISM,Pune
19/10/2015,SENIOR CONSULTANT,Billable,OTHER,"Open Span,UIAutomation",Pune
17/06/2013,CONSULTANT,Billable,OTHER,"Open Span,UIAutomation",Noida
11/08/2014,ASSOCIATE CONSULTANT,Billable,OTHER,BLUE PRISM,Gurgaon
01/12/2016,ASSOCIATE CONSULTANT,Billable,OTHER,Open Span,Noida
13/11/2014,ASSOCIATE CONSULTANT,Billable,OTHER,BLUE PRISM,Pune
01/06/2015,MANAGER,Billable,OTHER,UIAutomation,Gurgaon
15/09/2014,SENIOR CONSULTANT,Billable,OTHER,Open Span,Pune
16/08/2004,DIRECTOR,Bench,OTHER,Vision Plus,Hartford
04/04/2013,CONSULTANT,Billable,OTHER,CRM - Salesforce.com,Bangalore
01/11/2010,SENIOR MANAGER,Billable,OTHER,Mulesoft ESB,Bhubaneswar
10/01/2017,ASSOCIATE CONSULTANT,Billable,OTHER,Mulesoft ESB,Pune
15/09/2016,CONSULTANT,Billable,OTHER,"Hadoop,BigData",Bhubaneswar
03/07/2017,MANAGER,Billable,OTHER,(T) Mobile Development Technologies,Pune
12/01/2009,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Gurgaon
05/05/2010,MANAGER,Billable,OTHER,Mulesoft ESB,Pune
17/12/2012,SENIOR MANAGER,Billable,OTHER,Guidewire,Pune
15/09/2014,CONSULTANT,Billable,OTHER,Guidewire,Pune
27/07/2015,SENIOR CONSULTANT,Billable,OTHER,Guidewire,Chennai
10/08/2017,CONSULTANT,Billable,OTHER,Guidewire,Noida
02/01/2009,SENIOR CONSULTANT,Billable,OTHER,Guidewire,Chennai
04/09/2014,SENIOR MANAGER,Billable,OTHER,Ab Initio,Hyderabad
24/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Hyderabad
17/05/2016,CONSULTANT,Billable,OTHER,Ab Initio,Hyderabad
29/12/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Pune
12/03/2018,CONSULTANT,Billable,OTHER,Ab Initio,Gurgaon
12/03/2008,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Hartford
27/02/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Gurgaon
27/05/2014,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Gurgaon
18/09/2017,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Hartford
22/07/2013,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Noida
01/09/2010,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Hartford
29/04/2013,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Chennai
10/06/2013,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,Falcon",Chennai
27/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,Falcon",Chennai
05/05/2011,CONSULTANT,Billable,OTHER,"Vision Plus,Falcon",Chennai
09/07/2012,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Bhubaneswar
02/12/2013,CONSULTANT,Billable,OTHER,Ab Initio,Noida
23/10/2017,CONSULTANT,Billable,OTHER,Ab Initio,Chennai
02/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Bhubaneswar
06/11/2014,CONSULTANT,Billable,OTHER,Ab Initio,Bhubaneswar
26/06/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Pune
27/08/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Ab Initio,Bangalore
01/11/2012,SENIOR CONSULTANT,Billable,OTHER,Ab Initio,Hartford
05/12/2013,CONSULTANT,Billable,OTHER,Ab Initio,Gurgaon
05/10/2015,SENIOR MANAGER,Billable,OTHER,Adobe,Gurgaon
04/04/2011,MANAGER,Billable,OTHER,Adobe,Chennai
19/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Hyderabad
09/07/2015,CONSULTANT,Billable,OTHER,Adobe,Bhubaneswar
09/04/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Adobe,Bhubaneswar
06/06/2011,MANAGER,Billable,OTHER,Pega,Bhubaneswar
20/06/2013,ASSOCIATE CONSULTANT,Billable,OTHER,Selenium,Bangalore
03/12/2007,SENIOR DIRECTOR,Billable,OTHER,"Spring,Java (Multi Skilled),Java",Bhubaneswar
25/03/2017,MANAGER,Billable,OTHER,Keynote DeviceAnywhere,Bhubaneswar
20/03/2014,CONSULTANT,Billable,OTHER,ECM,Bhubaneswar
06/06/2011,DIRECTOR,Bench,OTHER,Content Management,Pune
17/02/2014,PORTFOLIO MANAGER,Billable,OTHER,Content Management,Hyderabad
27/01/2006,MANAGER,Billable,OTHER,(T) Data / Security / Infastructure Solutions,Pune
16/01/2012,CONSULTANT,Billable,OTHER,"AWS - Build , Administration and integration",Pune
17/09/2012,ASSOCIATE CONSULTANT,Billable,OTHER,Portfolio Management,Bhubaneswar
28/10/2013,SENIOR CONSULTANT,Billable,OTHER,Fundtech - Global PayPlus (GPP),Hyderabad
07/11/2013,CONSULTANT,Billable,OTHER,Fundtech - Global PayPlus (GPP),Pune
12/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Fundtech - Global PayPlus (GPP),Pune
07/08/2010,SENIOR CONSULTANT,Billable,OTHER,Fundtech - Global PayPlus (GPP),Chennai
03/08/2015,MANAGER,Bench,OTHER,"Guidewire Insurance Suite,Guidewire",Bangalore
20/10/2014,CONSULTANT,Billable,OTHER,"Banking - Payments,Financial Services",Noida
11/11/2008,DIRECTOR,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Noida
22/09/2014,SENIOR CONSULTANT,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Bhubaneswar
09/07/2012,MANAGER,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Hartford
29/10/2012,SENIOR CONSULTANT,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Pune
16/02/2015,SENIOR MANAGER,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Gurgaon
29/01/2018,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Gurgaon
19/03/2015,ASSOCIATE CONSULTANT,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Bangalore
16/01/2012,MANAGER,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Bangalore
03/10/2011,SENIOR CONSULTANT,Billable,OTHER,"Vision Plus,Java (Multi Skilled),Java",Gurgaon
19/07/2007,MANAGER,Billable,OTHER,Vision Plus,Gurgaon
16/12/2015,MANAGER,Billable,OTHER,Vision Plus,Pune
15/03/2015,SENIOR CONSULTANT,Billable,OTHER,Quick Test Pro,Noida
21/05/2015,SENIOR CONSULTANT,Billable,OTHER,Quick Test Pro,Pune
16/06/2008,CONSULTANT,Billable,OTHER,Quick Test Pro,Pune
01/09/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Quick Test Pro,Noida
04/02/2017,MANAGER,Billable,OTHER,Quick Test Pro,Noida
22/08/2013,PORTFOLIO MANAGER,Billable,OTHER,Quick Test Pro,Hyderabad
06/03/2018,CONSULTANT,Billable,OTHER,Selenium,Gurgaon
10/11/2014,ASSOCIATE CONSULTANT,Billable,OTHER,Selenium,Bhubaneswar
31/12/2009,MANAGER,Billable,OTHER,Selenium,Bhubaneswar
27/02/2012,CONSULTANT,Billable,OTHER,Selenium,Bhubaneswar
12/04/2012,CONSULTANT,Billable,OTHER,Selenium,Hyderabad
16/06/2014,CONSULTANT,Billable,OTHER,Selenium,Pune
01/09/2014,SENIOR DIRECTOR,Billable,OTHER,Selenium,Bhubaneswar
20/10/2014,MANAGER,Billable,OTHER,Quick Test Pro,Pune
08/01/2015,ASSOCIATE CONSULTANT,Billable,OTHER,Selenium,Bhubaneswar
23/02/2015,MANAGER,Billable,OTHER,Mulesoft ESB,Pune
26/03/2015,SENIOR CONSULTANT,Billable,OTHER,Mulesoft ESB,Bhubaneswar
02/09/1997,SENIOR CONSULTANT,Bench,OTHER,Backbase,Pune
27/06/2011,MANAGER,Billable,OTHER,Backbase,Pune
09/05/2013,CONSULTANT,Billable,OTHER,Backbase,Bhubaneswar
15/07/2013,SENIOR CONSULTANT,Billable,OTHER,Backbase,Pune
04/08/2014,CONSULTANT,Billable,OTHER,User Experience,Gurgaon
06/10/2014,CONSULTANT,Billable,OTHER,User Experience,Hartford
01/01/2018,SENIOR CONSULTANT,Billable,OTHER,(T) Mobile Development Technologies,Bhubaneswar
11/05/2013,MANAGER,Billable,OTHER,(T) Mobile Development Technologies,Bhubaneswar
27/09/2010,SENIOR CONSULTANT,Billable,OTHER,Java 7,Gurgaon
24/09/2012,SENIOR CONSULTANT,Billable,OTHER,Java 7,Gurgaon
25/03/2013,CONSULTANT,Billable,OTHER,Java 7,Pune
25/06/2016,CONSULTANT,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Gurgaon
29/09/2014,CONSULTANT,Billable,OTHER,"Hibernate,Spring,Java (Multi Skilled),Java",Noida
